Size,Zeta Potential,Admin,Type,MAT,TS,CT,TM,Shape,_candidate_id,pred_proba_high,pred_score,Size (nm),rank_model
1.254,30.684,181.819,ONM,Polymeric,Passive,Breast,Allograft Orthotopic,Rod,35454,0.7264296203324287,0.7264296203324287,17.947336268325266,5661
0.722,-26.369,82.981,ONM,Other OM,Active,Sarcoma,Allograft Orthotopic,Plate,40400,0.726428607243232,0.726428607243232,5.2722986142282275,5662
1.483,8.918,353.154,ONM,Polymeric,Active,Sarcoma,Allograft Heterotopic,Spherical,13204,0.726394633356427,0.726394633356427,30.4088502567628,5663
1.232,7.321,280.655,INM,Other IM,Active,Breast,Xenograft Heterotopic,Spherical,46369,0.7263739407596109,0.7263739407596109,17.060823890031234,5664
2.498,-34.338,142.226,ONM,Polymeric,Active,Liver,Xenograft Heterotopic,Spherical,8022,0.7263652011731824,0.7263652011731824,314.77483141013175,5665
2.55,-12.717,390.864,ONM,Polymeric,Active,Cervix,Xenograft Heterotopic,Spherical,1374,0.7263436984892864,0.7263436984892864,354.8133892335753,5666
0.765,-6.556,93.162,INM,Other IM,Active,Glioma,Xenograft Orthotopic,Spherical,35586,0.7263167190702314,0.7263167190702314,5.821032177708714,5667
1.946,-3.476,224.33,ONM,Hydrogel,Active,Liver,Allograft Heterotopic,Spherical,8665,0.7262962294869896,0.7262962294869896,88.30799004185627,5668
1.796,31.169,406.561,ONM,Polymeric,Passive,Breast,Xenograft Heterotopic,Rod,37034,0.7262340614277671,0.7262340614277671,62.51726927756859,5669
2.199,33.273,38.986,ONM,Polymeric,Active,Breast,Allograft Heterotopic,Spherical,49777,0.7262236292225012,0.7262236292225012,158.12480392703827,5670
0.784,-27.793,163.745,ONM,Other OM,Active,Sarcoma,Allograft Orthotopic,Plate,28623,0.726184483190844,0.726184483190844,6.08135001278718,5671
2.377,-14.412,154.92,INM,Silica,Active,Breast,Xenograft Orthotopic,Spherical,6661,0.7261410639997871,0.7261410639997871,238.2319469358689,5672
2.076,-7.358,405.523,ONM,Other OM,Active,Sarcoma,Allograft Orthotopic,Spherical,37755,0.726136306096693,0.726136306096693,119.1242008027375,5673
1.304,5.785,240.497,ONM,Polymeric,Active,Liver,Allograft Heterotopic,Spherical,15901,0.7261012550967588,0.7261012550967588,20.137242498623884,5674
0.854,25.928,49.405,INM,Silica,Passive,Breast,Xenograft Heterotopic,Spherical,6755,0.7260800408528255,0.7260800408528255,7.144963260755133,5675
1.203,21.366,295.209,INM,Hybrid,Active,Other,Xenograft Heterotopic,Spherical,24906,0.7260470850103478,0.7260470850103478,15.958791472367329,5676
0.791,-7.922,33.324,INM,Iron Oxide,Active,Skin,Xenograft Orthotopic,Spherical,33681,0.7259792289419873,0.7259792289419873,6.180164001384159,5677
0.766,-15.111,309.461,ONM,Hydrogel,Active,Lung,Xenograft Heterotopic,Spherical,32239,0.7259762611015094,0.7259762611015094,5.834451042737448,5678
1.908,8.453,96.598,ONM,Polymeric,Passive,Breast,Allograft Heterotopic,Spherical,13795,0.7259582356782286,0.7259582356782286,80.90958991783822,5679
1.826,-17.677,272.809,ONM,Polymeric,Active,Liver,Xenograft Heterotopic,Spherical,19292,0.7259441458306881,0.7259441458306881,66.98846094165265,5680
1.618,-0.704,133.326,ONM,Polymeric,Active,Sarcoma,Allograft Heterotopic,Spherical,31891,0.7258779794238569,0.7258779794238569,41.495404263436306,5681
1.013,11.271,32.947,ONM,Polymeric,Active,Lung,Allograft Heterotopic,Spherical,924,0.725839954497969,0.725839954497969,10.303861204416158,5682
1.354,7.136,74.247,ONM,Polymeric,Active,Glioma,Allograft Orthotopic,Spherical,28465,0.7257856652465173,0.7257856652465173,22.59435770220978,5683
1.937,5.833,421.21,Hybrid,Hybrid,Active,Breast,Xenograft Heterotopic,Spherical,4026,0.7257565112018545,0.7257565112018545,86.49679187756934,5684
1.427,-2.809,293.952,ONM,Other OM,Active,Breast,Xenograft Orthotopic,Rod,7894,0.7256934136454255,0.7256934136454255,26.730064086633117,5685
2.193,-17.688,126.956,INM,Other IM,Passive,Liver,Xenograft Heterotopic,Spherical,6510,0.7256509870841955,0.7256509870841955,155.95525028269537,5686
1.75,12.286,118.036,ONM,Dendrimer,Active,Sarcoma,Allograft Orthotopic,Spherical,33115,0.7256215006854647,0.7256215006854647,56.23413251903491,5687
2.016,-13.344,204.808,INM,Other IM,Passive,Breast,Xenograft Orthotopic,Spherical,31306,0.7256154702130877,0.7256154702130877,103.75284158180126,5688
1.598,22.614,386.749,ONM,Polymeric,Active,Skin,Allograft Orthotopic,Spherical,27981,0.7256020138619753,0.7256020138619753,39.62780342554395,5689
1.942,35.307,50.63,Hybrid,Hybrid,Active,Liver,Allograft Heterotopic,Spherical,25789,0.7255837476871785,0.7255837476871785,87.4983775227436,5690
2.204,-35.553,61.037,Hybrid,Hybrid,Passive,Liver,Allograft Heterotopic,Spherical,11240,0.7255773418300681,0.7255773418300681,159.95580286146696,5691
2.4,-29.527,85.68,INM,Gold,Passive,Skin,Xenograft Orthotopic,Spherical,44909,0.7255704571106253,0.7255704571106253,251.18864315095797,5692
1.064,33.575,365.013,ONM,Polymeric,Active,Liver,Allograft Heterotopic,Spherical,37286,0.7255355177281643,0.7255355177281643,11.587773561551263,5693
2.452,-9.355,89.803,ONM,Dendrimer,Passive,Sarcoma,Allograft Orthotopic,Spherical,33676,0.725526310670675,0.725526310670675,283.1391995799379,5694
1.037,-14.22,44.906,ONM,Liposome,Active,Cervix,Xenograft Heterotopic,Spherical,37959,0.7254952906794268,0.7254952906794268,10.889300933334333,5695
1.724,27.039,119.765,INM,Gold,Passive,Breast,Xenograft Orthotopic,Spherical,22333,0.7254753009223887,0.7254753009223887,52.966344389165776,5696
2.458,-14.764,36.324,INM,Gold,Active,Skin,Allograft Orthotopic,Spherical,35240,0.7254366447433049,0.7254366447433049,287.0780582024692,5697
2.263,31.843,322.546,ONM,Other OM,Active,Breast,Xenograft Heterotopic,Rod,42199,0.7254315399814756,0.7254315399814756,183.23144223712112,5698
1.901,16.695,148.661,ONM,Polymeric,Passive,Prostate,Xenograft Heterotopic,Spherical,4986,0.7254020402468229,0.7254020402468229,79.61593504173187,5699
1.244,-5.299,102.914,INM,Gold,Active,Breast,Xenograft Heterotopic,Spherical,31419,0.7253965684246886,0.7253965684246886,17.538805018417612,5700
2.175,-24.43,236.089,ONM,Other OM,Passive,Sarcoma,Allograft Orthotopic,Plate,19471,0.7253928663697908,0.7253928663697908,149.6235656094433,5701
2.331,-33.058,341.212,ONM,Polymeric,Active,Liver,Xenograft Heterotopic,Spherical,32893,0.7253759476768783,0.7253759476768783,214.28906011200584,5702
0.921,-37.163,116.658,ONM,Other OM,Passive,Sarcoma,Allograft Orthotopic,Plate,46286,0.7253673479949359,0.7253673479949359,8.336811846196344,5703
2.238,-15.117,22.334,INM,Gold,Active,Other,Allograft Heterotopic,Rod,45695,0.7253477867075027,0.7253477867075027,172.98163592151016,5704
2.323,28.804,330.565,ONM,Polymeric,Passive,Sarcoma,Allograft Orthotopic,Spherical,23639,0.7253420550143255,0.7253420550143255,210.3778439766475,5705
2.239,-11.188,74.864,INM,Silica,Active,Cervix,Xenograft Heterotopic,Spherical,32628,0.7253418684599486,0.7253418684599486,173.38039977541374,5706
1.565,7.729,170.907,ONM,Polymeric,Active,Sarcoma,Allograft Heterotopic,Spherical,22052,0.7253152319046966,0.7253152319046966,36.72823004980846,5707
0.923,-16.637,321.541,INM,Hybrid,Active,Other,Xenograft Heterotopic,Spherical,98,0.7253005733136862,0.7253005733136862,8.375292821268827,5708
2.415,-15.88,147.839,ONM,Polymeric,Active,Prostate,Xenograft Heterotopic,Spherical,18398,0.7252934170210268,0.7252934170210268,260.0159563165272,5709
2.183,-21.759,355.112,ONM,Polymeric,Active,Sarcoma,Allograft Heterotopic,Spherical,48513,0.725265699074561,0.725265699074561,152.40527537972906,5710
1.971,-18.948,401.13,ONM,Dendrimer,Active,Liver,Allograft Heterotopic,Spherical,12976,0.7251937772918431,0.7251937772918431,93.5405674147552,5711
0.814,33.812,127.483,INM,Silica,Passive,Breast,Xenograft Heterotopic,Spherical,44559,0.7251833688754354,0.7251833688754354,6.516283940608426,5712
1.506,1.601,54.134,ONM,Polymeric,Passive,Breast,Allograft Orthotopic,Spherical,30362,0.7251311672213872,0.7251311672213872,32.06269324505466,5713
1.605,10.044,61.049,INM,Other IM,Passive,Breast,Xenograft Orthotopic,Spherical,48653,0.7251309433761434,0.7251309433761434,40.271703432545905,5714
2.149,-5.807,351.604,ONM,Other OM,Active,Breast,Xenograft Orthotopic,Rod,12938,0.7251212420956177,0.7251212420956177,140.92887984218748,5715
1.127,19.949,90.943,ONM,Other OM,Active,Sarcoma,Allograft Orthotopic,Spherical,34177,0.7251117917714128,0.7251117917714128,13.39676687425935,5716
1.18,2.114,246.457,ONM,Polymeric,Passive,Breast,Allograft Orthotopic,Rod,31420,0.7250984481604688,0.7250984481604688,15.13561248436208,5717
2.245,-18.46,326.616,INM,Other IM,Active,Glioma,Xenograft Orthotopic,Spherical,7965,0.7250956845980434,0.7250956845980434,175.7923613958693,5718
1.738,-1.226,252.923,ONM,Other OM,Active,Breast,Xenograft Orthotopic,Rod,48943,0.7250946892337135,0.7250946892337135,54.70159628939716,5719
0.847,32.892,93.852,ONM,Other OM,Active,Breast,Xenograft Heterotopic,Spherical,18874,0.7250585102965433,0.7250585102965433,7.030723198838334,5720
1.465,-13.821,19.883,INM,Gold,Active,Other,Allograft Heterotopic,Rod,30181,0.7249846677224812,0.7249846677224812,29.174270140011675,5721
1.473,36.813,202.703,ONM,Polymeric,Passive,Breast,Allograft Orthotopic,Rod,31483,0.7249502410704447,0.7249502410704447,29.716660317380267,5722
1.466,35.878,175.43,ONM,Polymeric,Passive,Breast,Allograft Orthotopic,Rod,46879,0.7249502410704447,0.7249502410704447,29.241523778433354,5723
1.564,-15.65,194.583,ONM,Hydrogel,Active,Liver,Allograft Heterotopic,Spherical,42057,0.7249046605219478,0.7249046605219478,36.643757464783334,5724
1.134,25.431,374.883,INM,Silica,Passive,Breast,Allograft Orthotopic,Spherical,22648,0.7248954612307258,0.7248954612307258,13.614446824659497,5725
1.13,27.307,361.536,INM,Silica,Passive,Breast,Allograft Orthotopic,Spherical,30394,0.7248954612307258,0.7248954612307258,13.489628825916533,5726
2.038,-3.302,236.505,INM,Hybrid,Passive,Skin,Xenograft Orthotopic,Spherical,16646,0.7248951738531566,0.7248951738531566,109.1440336448756,5727
2.263,-16.519,205.077,ONM,Hydrogel,Passive,Liver,Allograft Heterotopic,Spherical,13492,0.7248778163787615,0.7248778163787615,183.23144223712112,5728
2.412,7.065,69.885,Hybrid,Hybrid,Active,Breast,Allograft Orthotopic,Rod,18379,0.7248698512543595,0.7248698512543595,258.22601906345955,5729
0.979,32.351,28.321,INM,Hybrid,Passive,Breast,Allograft Heterotopic,Spherical,8842,0.7248636939199715,0.7248636939199715,9.52796164023652,5730
0.882,33.158,146.605,ONM,Other OM,Active,Breast,Xenograft Heterotopic,Spherical,13544,0.7247834276809879,0.7247834276809879,7.62079010025412,5731
1.298,32.681,125.313,ONM,Polymeric,Passive,Breast,Allograft Orthotopic,Rod,32669,0.7247583297827811,0.7247583297827811,19.860949173573715,5732
1.09,-13.946,315.332,ONM,Polymeric,Active,Sarcoma,Allograft Heterotopic,Spherical,7416,0.7247349479165542,0.7247349479165542,12.302687708123818,5733
1.382,-14.856,229.273,ONM,Dendrimer,Active,Colon,Allograft Heterotopic,Spherical,40700,0.7247204136910581,0.7247204136910581,24.099054286865943,5734
1.244,28.555,153.581,ONM,Other OM,Active,Breast,Xenograft Heterotopic,Spherical,48743,0.7247131376731889,0.7247131376731889,17.538805018417612,5735
1.741,-16.172,222.265,ONM,Polymeric,Active,Breast,Allograft Orthotopic,Spherical,33959,0.7247094852245075,0.7247094852245075,55.08076964054035,5736
0.723,-13.783,208.255,ONM,Polymeric,Active,Skin,Allograft Orthotopic,Spherical,30556,0.724683659795693,0.724683659795693,5.284452517751804,5737
2.569,-28.446,192.767,ONM,Polymeric,Active,Liver,Xenograft Heterotopic,Spherical,14537,0.7246816032620516,0.7246816032620516,370.680721782576,5738
2.174,-34.566,289.575,INM,Hybrid,Passive,Skin,Xenograft Orthotopic,Spherical,33979,0.72466042040178,0.72466042040178,149.2794409578996,5739
2.078,35.885,185.943,ONM,Polymeric,Passive,Liver,Xenograft Heterotopic,Spherical,7618,0.7246140304764548,0.7246140304764548,119.6740531307243,5740
1.397,-14.862,260.208,ONM,Polymeric,Active,Breast,Xenograft Orthotopic,Spherical,13026,0.7245487434855464,0.7245487434855464,24.94594726942955,5741
2.367,-8.332,300.082,ONM,Liposome,Passive,Cervix,Xenograft Orthotopic,Spherical,11261,0.7245475259508753,0.7245475259508753,232.80912576650078,5742
2.183,-19.614,73.496,ONM,Polymeric,Passive,Ovary,Xenograft Orthotopic,Spherical,20598,0.7245458852569576,0.7245458852569576,152.40527537972906,5743
1.759,-15.762,72.072,ONM,Polymeric,Active,Breast,Allograft Heterotopic,Spherical,43631,0.7245252334502745,0.7245252334502745,57.41164622073274,5744
1.668,-17.173,174.25,ONM,Other OM,Active,Sarcoma,Allograft Orthotopic,Spherical,30525,0.7244919434779866,0.7244919434779866,46.55860935229589,5745
1.063,-10.069,154.376,ONM,Dendrimer,Active,Colon,Allograft Heterotopic,Spherical,26248,0.7244881341944482,0.7244881341944482,11.561122421920986,5746
1.504,8.456,391.258,INM,Silica,Passive,Breast,Xenograft Orthotopic,Spherical,49310,0.7244667612156146,0.7244667612156146,31.915378551007617,5747
0.843,28.802,304.527,INM,Hybrid,Active,Other,Xenograft Heterotopic,Spherical,3434,0.7244578856152791,0.7244578856152791,6.966265141107686,5748
1.111,18.093,39.19,ONM,Polymeric,Active,Liver,Allograft Heterotopic,Spherical,48287,0.7244104882887444,0.7244104882887444,12.91219273613534,5749
1.4,14.563,230.132,ONM,Polymeric,Passive,Breast,Allograft Orthotopic,Rod,2242,0.7243582432468026,0.7243582432468026,25.118864315095795,5750
1.37,9.167,203.688,ONM,Polymeric,Passive,Breast,Allograft Orthotopic,Rod,39675,0.7243582432468026,0.7243582432468026,23.442288153199225,5751
1.671,-13.932,85.496,INM,Silica,Active,Breast,Xenograft Heterotopic,Spherical,31523,0.7242831656812185,0.7242831656812185,46.88133821452653,5752
1.392,4.259,180.211,ONM,Polymeric,Passive,Breast,Allograft Orthotopic,Rod,9111,0.7242670384244709,0.7242670384244709,24.660393372343385,5753
1.469,-12.506,229.385,ONM,Liposome,Active,Cervix,Xenograft Heterotopic,Spherical,39511,0.7242554863609776,0.7242554863609776,29.44421633798762,5754
0.7,-20.984,268.862,ONM,Polymeric,Active,Lung,Xenograft Heterotopic,Spherical,40562,0.7242413907681863,0.7242413907681863,5.011872336272722,5755
2.341,14.54,113.575,ONM,Polymeric,Active,Prostate,Xenograft Heterotopic,Spherical,17047,0.7242245887896714,0.7242245887896714,219.28049353504497,5756
0.764,-11.697,100.746,ONM,Other OM,Active,Liver,Xenograft Heterotopic,Spherical,2151,0.7242226462704984,0.7242226462704984,5.807644175213121,5757
1.058,23.192,94.354,INM,Silica,Active,Breast,Xenograft Heterotopic,Spherical,46515,0.724211481558068,0.724211481558068,11.428783347897719,5758
2.464,-17.162,42.469,INM,Other IM,Active,Cervix,Xenograft Heterotopic,Spherical,2145,0.7241989245136009,0.7241989245136009,291.0717118066605,5759
0.709,-1.821,41.74,ONM,Polymeric,Active,Liver,Allograft Heterotopic,Spherical,11674,0.7241959272214726,0.7241959272214726,5.116818355403077,5760
1.057,-10.509,90.513,ONM,Polymeric,Active,Breast,Xenograft Orthotopic,Spherical,1887,0.724141948937972,0.724141948937972,11.402497875611685,5761
0.795,23.448,239.567,Hybrid,Hybrid,Active,Cervix,Xenograft Heterotopic,Spherical,42970,0.7241321451709999,0.7241321451709999,6.237348354824193,5762
1.492,-14.053,365.059,ONM,Polymeric,Active,Brain,Xenograft Orthotopic,Spherical,29560,0.724127007846539,0.724127007846539,31.045595881283557,5763
0.792,-12.215,213.566,ONM,Polymeric,Active,Sarcoma,Allograft Heterotopic,Spherical,49433,0.7240673208861877,0.7240673208861877,6.1944107507678146,5764
0.784,6.814,356.857,INM,Hybrid,Active,Other,Xenograft Heterotopic,Spherical,31662,0.7240353964270976,0.7240353964270976,6.08135001278718,5765
1.758,-11.584,386.268,ONM,Other OM,Active,Liver,Allograft Heterotopic,Spherical,13992,0.7238953450787153,0.7238953450787153,57.279603098582925,5766
1.423,30.432,287.637,ONM,Polymeric,Active,Lung,Xenograft Heterotopic,Spherical,37885,0.7238788101453794,0.7238788101453794,26.485001386067008,5767
0.748,-0.843,3.741,ONM,Polymeric,Active,Breast,Xenograft Orthotopic,Spherical,28600,0.7238314567630958,0.7238314567630958,5.597576014951102,5768
2.262,-5.842,26.852,ONM,Polymeric,Passive,Cervix,Allograft Heterotopic,Spherical,13,0.7237754221510002,0.7237754221510002,182.81002161427426,5769
1.278,-2.156,316.003,ONM,Polymeric,Passive,Breast,Allograft Orthotopic,Rod,42696,0.7237737844760832,0.7237737844760832,18.967059212111465,5770
1.317,-7.904,266.052,ONM,Dendrimer,Active,Colon,Allograft Heterotopic,Spherical,22436,0.7237688038563526,0.7237688038563526,20.749135174549096,5771
2.29,-21.04,319.097,INM,Gold,Active,Other,Allograft Heterotopic,Rod,1351,0.7237510416388783,0.7237510416388783,194.98445997580455,5772
1.676,-18.172,190.516,INM,Other IM,Active,Breast,Allograft Heterotopic,Spherical,36687,0.7236995800011565,0.7236995800011565,47.424198526024455,5773
1.742,-16.614,395.788,ONM,Polymeric,Active,Breast,Allograft Orthotopic,Spherical,41502,0.7236910373028804,0.7236910373028804,55.207743928075736,5774
1.627,-0.9,259.122,ONM,Polymeric,Active,Skin,Allograft Orthotopic,Spherical,27068,0.7236723787630075,0.7236723787630075,42.36429660495411,5775
1.095,8.442,88.752,ONM,Polymeric,Active,Sarcoma,Allograft Heterotopic,Spherical,29941,0.723670464506826,0.723670464506826,12.44514611771385,5776
1.654,24.659,391.505,Hybrid,Hybrid,Active,Liver,Allograft Heterotopic,Spherical,1686,0.7236703479686343,0.7236703479686343,45.08167045414601,5777
1.512,26.965,312.117,INM,Other IM,Passive,Breast,Xenograft Orthotopic,Spherical,49037,0.723606830776286,0.723606830776286,32.50872973854344,5778
1.36,23.213,71.38,Hybrid,Hybrid,Active,Cervix,Xenograft Heterotopic,Spherical,10187,0.7235776228929099,0.7235776228929099,22.908676527677734,5779
2.121,-34.596,385.334,INM,Gold,Passive,Skin,Xenograft Orthotopic,Spherical,32138,0.7235256668617384,0.7235256668617384,132.1295634186575,5780
1.642,28.356,33.703,ONM,Polymeric,Passive,Breast,Allograft Orthotopic,Spherical,49278,0.7234844675908338,0.7234844675908338,43.85306977749856,5781
2.1,-5.532,259.909,Hybrid,Hybrid,Active,Breast,Xenograft Heterotopic,Spherical,33942,0.7234366569718281,0.7234366569718281,125.89254117941675,5782
1.702,9.545,229.172,ONM,Dendrimer,Active,Liver,Allograft Heterotopic,Spherical,22758,0.723311871136473,0.723311871136473,50.35006087879047,5783
1.134,32.961,53.492,INM,Hybrid,Active,Brain,Xenograft Heterotopic,Spherical,32906,0.7233021974796279,0.7233021974796279,13.614446824659497,5784
1.055,15.914,286.676,INM,Other IM,Active,Breast,Xenograft Heterotopic,Spherical,31699,0.7231528594041022,0.7231528594041022,11.350108156723149,5785
1.064,13.772,307.948,INM,Other IM,Active,Breast,Xenograft Heterotopic,Spherical,38421,0.7231528594041022,0.7231528594041022,11.587773561551263,5786
1.087,11.412,203.02,INM,Other IM,Active,Breast,Xenograft Heterotopic,Spherical,16116,0.7231528594041022,0.7231528594041022,12.217996601648716,5787
1.029,27.827,291.852,INM,Silica,Passive,Breast,Allograft Orthotopic,Spherical,5823,0.7231202809202381,0.7231202809202381,10.690548792226577,5788
2.213,35.51,29.4,ONM,Polymeric,Passive,Colon,Allograft Orthotopic,Spherical,8848,0.7231196452215369,0.7231196452215369,163.30519478943347,5789
1.728,-29.262,326.635,ONM,Other OM,Active,Skin,Allograft Orthotopic,Spherical,48091,0.7230867707789538,0.7230867707789538,53.456435939697165,5790
0.942,26.747,117.717,INM,Gold,Active,Breast,Xenograft Heterotopic,Spherical,8,0.7230644373274518,0.7230644373274518,8.74983775227436,5791
2.263,-3.403,390.761,INM,Gold,Passive,Ovary,Xenograft Orthotopic,Rod,18656,0.7230451969516614,0.7230451969516614,183.23144223712112,5792
1.124,26.4,48.565,ONM,Polymeric,Active,Skin,Allograft Orthotopic,Spherical,42962,0.7230009115885686,0.7230009115885686,13.304544179780914,5793
2.565,-29.328,146.308,INM,Gold,Active,Skin,Allograft Orthotopic,Spherical,34615,0.7229872489225488,0.7229872489225488,367.2823004980846,5794
2.372,-33.043,69.731,ONM,Polymeric,Passive,Skin,Allograft Orthotopic,Spherical,6632,0.7229727310568711,0.7229727310568711,235.5049283896009,5795
1.711,-12.427,57.019,ONM,Polymeric,Active,Breast,Xenograft Heterotopic,Spherical,21917,0.722964164569987,0.722964164569987,51.40436515824262,5796
2.037,7.658,367.946,ONM,Polymeric,Active,Cervix,Xenograft Heterotopic,Spherical,37759,0.7229082700474083,0.7229082700474083,108.89300933334333,5797
1.243,-32.79,121.516,ONM,Other OM,Active,Sarcoma,Allograft Orthotopic,Plate,43662,0.7229081682277437,0.7229081682277437,17.498466886246575,5798
1.532,23.449,299.857,ONM,Polymeric,Active,Liver,Allograft Heterotopic,Spherical,28780,0.722900598965166,0.722900598965166,34.04081897010009,5799
1.141,35.82,60.5,ONM,Dendrimer,Active,Cervix,Xenograft Heterotopic,Spherical,29050,0.7228887136020288,0.7228887136020288,13.83566378971781,5800
0.958,25.719,394.445,INM,Other IM,Active,Breast,Xenograft Heterotopic,Spherical,22912,0.7228547272348046,0.7228547272348046,9.078205301781857,5801
0.925,25.651,391.335,INM,Other IM,Active,Breast,Xenograft Heterotopic,Spherical,6001,0.7228547272348046,0.7228547272348046,8.413951416451951,5802
2.592,-9.996,122.894,ONM,Polymeric,Passive,Breast,Xenograft Heterotopic,Spherical,5717,0.7228513556673668,0.7228513556673668,390.8408957924021,5803
1.961,29.159,364.027,ONM,Dendrimer,Active,Liver,Allograft Heterotopic,Spherical,33704,0.722836942042349,0.722836942042349,91.41132414702504,5804
2.088,36.419,252.18,ONM,Polymeric,Active,Sarcoma,Allograft Heterotopic,Spherical,9803,0.7227517009779363,0.7227517009779363,122.4616199265049,5805
2.521,-35.335,237.983,ONM,Polymeric,Passive,Skin,Xenograft Orthotopic,Spherical,39916,0.7226774097898327,0.7226774097898327,331.89445755261033,5806
0.923,-0.086,40.226,ONM,Polymeric,Passive,Breast,Allograft Orthotopic,Rod,11733,0.7226529980828202,0.7226529980828202,8.375292821268827,5807
1.533,24.892,249.56,INM,Other IM,Passive,Breast,Xenograft Orthotopic,Spherical,38872,0.722587216994544,0.722587216994544,34.119291162192845,5808
1.637,36.081,218.062,ONM,Polymeric,Active,Liver,Allograft Heterotopic,Spherical,18710,0.7225814870545826,0.7225814870545826,43.35108783875289,5809
2.589,-18.367,270.313,ONM,Other OM,Passive,Other,Allograft Heterotopic,Spherical,36776,0.722554564448537,0.722554564448537,388.15036599064825,5810
1.696,-2.271,232.119,INM,Other IM,Active,Lung,Xenograft Heterotopic,Spherical,15567,0.7225130674882194,0.7225130674882194,49.659232145033606,5811
2.435,-19.2,401.625,ONM,Polymeric,Active,Prostate,Xenograft Heterotopic,Spherical,12571,0.7224919893006916,0.7224919893006916,272.27013080779125,5812
1.175,-32.756,130.739,ONM,Other OM,Active,Sarcoma,Allograft Orthotopic,Plate,31302,0.7224708016325265,0.7224708016325265,14.962356560944336,5813
1.886,19.781,69.232,ONM,Polymeric,Passive,Breast,Allograft Orthotopic,Spherical,8196,0.7224627696065143,0.7224627696065143,76.91304402866095,5814
0.88,26.369,22.922,INM,Gold,Active,Breast,Xenograft Heterotopic,Spherical,23480,0.722409584971606,0.722409584971606,7.5857757502918375,5815
0.942,29.181,217.233,ONM,Polymeric,Active,Skin,Allograft Orthotopic,Spherical,38750,0.7224056561553234,0.7224056561553234,8.74983775227436,5816
1.917,-4.168,86.889,ONM,Polymeric,Active,Skin,Allograft Orthotopic,Spherical,29984,0.7223483721487042,0.7223483721487042,82.60379495771788,5817
0.784,-33.923,34.868,ONM,Other OM,Active,Sarcoma,Allograft Orthotopic,Plate,48182,0.7223442032486196,0.7223442032486196,6.08135001278718,5818
1.642,-2.046,277.076,ONM,Dendrimer,Active,Cervix,Xenograft Heterotopic,Spherical,2318,0.7223193793519342,0.7223193793519342,43.85306977749856,5819
1.455,-12.754,126.182,ONM,Polymeric,Active,Breast,Xenograft Orthotopic,Spherical,11885,0.722308774404539,0.722308774404539,28.510182675039097,5820
2.232,-10.889,298.381,ONM,Dendrimer,Active,Liver,Allograft Heterotopic,Spherical,29468,0.7222312067527598,0.7222312067527598,170.60823890031244,5821
1.719,-18.873,341.746,ONM,Polymeric,Active,Sarcoma,Allograft Heterotopic,Spherical,23374,0.7222208885660867,0.7222208885660867,52.36004365857503,5822
1.362,-19.806,195.95,ONM,Polymeric,Active,Breast,Xenograft Heterotopic,Spherical,8269,0.7221938439119678,0.7221938439119678,23.01441817408509,5823
1.499,-19.068,268.729,INM,Gold,Active,Pancreas,Xenograft Orthotopic,Spherical,13731,0.7221829693403385,0.7221829693403385,31.550046233746276,5824
0.91,26.293,145.707,ONM,Other OM,Active,Breast,Xenograft Heterotopic,Spherical,22856,0.7221799679660129,0.7221799679660129,8.128305161640993,5825
1.894,34.613,290.935,ONM,Polymeric,Active,Lung,Allograft Heterotopic,Spherical,43957,0.7221589080561179,0.7221589080561179,78.34296427662116,5826
2.55,-15.53,119.628,ONM,Dendrimer,Active,Breast,Xenograft Heterotopic,Spherical,49286,0.7221565863380995,0.7221565863380995,354.8133892335753,5827
1.385,-9.16,104.572,ONM,Liposome,Active,Cervix,Xenograft Heterotopic,Spherical,43503,0.7220358289477562,0.7220358289477562,24.266100950824157,5828
1.876,24.338,152.548,ONM,Dendrimer,Active,Liver,Allograft Heterotopic,Spherical,48783,0.7220054113356481,0.7220054113356481,75.16228940182053,5829
1.089,18.644,56.603,ONM,Other OM,Active,Sarcoma,Allograft Orthotopic,Spherical,36978,0.7219936072341988,0.7219936072341988,12.274392311584071,5830
0.984,-1.105,185.273,ONM,Polymeric,Active,Liver,Allograft Heterotopic,Spherical,7971,0.7219792386810443,0.7219792386810443,9.638290236239705,5831
0.818,34.197,220.404,INM,Silica,Passive,Breast,Allograft Orthotopic,Spherical,20248,0.7219639858546305,0.7219639858546305,6.576578373554204,5832
2.216,-5.435,51.131,INM,Other IM,Passive,Sarcoma,Allograft Orthotopic,Spherical,20328,0.7219429632057479,0.7219429632057479,164.43717232149325,5833
1.661,-5.899,163.1,INM,Iron Oxide,Active,Skin,Xenograft Orthotopic,Spherical,17327,0.7219164320112657,0.7219164320112657,45.81418867145335,5834
1.942,28.699,378.47,ONM,Dendrimer,Active,Breast,Xenograft Heterotopic,Spherical,38122,0.7219004189950573,0.7219004189950573,87.4983775227436,5835
2.454,-38.014,417.382,ONM,Polymeric,Active,Liver,Xenograft Heterotopic,Spherical,1082,0.7217204049885384,0.7217204049885384,284.44611074479167,5836
2.274,-11.952,381.474,INM,Gold,Passive,Brain,Xenograft Heterotopic,Spherical,2528,0.7217122537861984,0.7217122537861984,187.93168168032685,5837
1.128,19.168,293.59,ONM,Polymeric,Active,Skin,Allograft Orthotopic,Spherical,22485,0.7217071760010981,0.7217071760010981,13.427649611378635,5838
1.602,17.29,397.189,ONM,Polymeric,Active,Skin,Allograft Orthotopic,Spherical,41095,0.7217045051228514,0.7217045051228514,39.99447497610976,5839
